news,fake,source
,,
" Twitterati claim JeM chief Masood Azhar among 10 injured in Pakistan blast, no confirmed reports   <a href=""https://www.indiatoday.in/world/story/twitterati-claim-jem-chief-masood-azhar-among-10-injured-in-pakistan-blast-no-confirmed-reports-1554856-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/rawalpindi-647x363.png?nXSFn7mqCK07yfLYSZBXW1NdUs2zktje""> </a> Twitterati claim JeM chief Masood Azhar among 10 injured in Pakistan blast, no confirmed reports",0,India Today
,,
"  Bangladesh: 5 killed as four train coaches derail, hundreds injured   <a href=""https://www.indiatoday.in/world/story/bangladesh-5-killed-as-four-train-coaches-derail-hundreds-injured-1554855-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Bd_Train-3-647x363.jpeg?DlRnfDOeuoqeLRclR4x5UNp0LUEa4Idq""> </a>  Bangladesh: 5 killed as four train coaches derail, hundreds injured",0,India Today
,,
" 1 dead, 7 hurt as Yemeni rebels strike Saudi airport ahead of Pompeo visit   <a href=""https://www.indiatoday.in/world/story/dead-hurt-yemeni-rebels-saudi-airport-pompeo-visit-1554849-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Abha-647x363.png?Fo378jh3ZMXYD4MOOuOJh5dpq2wbQeET""> </a> 1 dead, 7 hurt as Yemeni rebels strike Saudi airport ahead of Pompeo visit",0,India Today
,,
" Donald Trump prioritises Saudi arm sales over probe into Jamal Khashoggi murder   <a href=""https://www.indiatoday.in/world/story/donald-trump-prioritises-saudi-arm-sales-over-probe-into-jamal-khashoggi-murder-1554827-2019-06-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/donald_trump-647x363.jpeg?.TBeMRwbBcMU9KF1xMR4LoOh1OkXiCVJ""> </a> Donald Trump prioritises Saudi arm sales over probe into Jamal Khashoggi murder",0,India Today
,,
" No beds, soap for migrant kids, man says Somali pirates treated him better: Horror of US detention centres   <a href=""https://www.indiatoday.in/world/story/no-beds-soap-migrant-children-us-donald-trump-detention-centres-1554741-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/asylum-lead-RTR3UJAE-647x363.jpeg?nq4vEwUMKpnU47owIY5kJgRy_Vzmy3Aj""> </a> No beds, soap for migrant kids, man says Somali pirates treated him better: Horror of US detention centres",0,India Today
,,
" Donald Trump denies knowing New York woman accusing him of sexual assault   <a href=""https://www.indiatoday.in/world/story/donald-trump-denies-knowing-new-york-woman-accusing-him-of-sexual-assault-1554691-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/trump2_story_010317105753-647x363.jpeg?00r5aJNPxjwIfN4kZ_hizgEw7b2E4IV3""> </a> Donald Trump denies knowing New York woman accusing him of sexual assault",0,India Today
,,
" Thai cave rescue: Wild Boars football team marks ordeal anniversary with marathon run   <a href=""https://www.indiatoday.in/world/story/thailand-cave-rescue-one-year-anniversary-1554683-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/thai_cave_football_team-647x363.jpeg?2fAgwFFoT0Oe_A7fxegwx5jzY_Vtudm1""> </a> Thai cave rescue: Wild Boars football team marks ordeal anniversary with marathon run",0,India Today
,,
" US warns Iran: Do not confuse prudence with weakness   <a href=""https://www.indiatoday.in/world/story/us-warns-iran-do-not-confuse-prudence-with-weakness-1554657-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/bolton_netanyahu-647x363.jpeg?ZV1CgF4kMBql76ABh2Q.timPE_AiS6Os""> </a> US warns Iran: Do not confuse prudence with weakness",0,India Today
,,
" US struck Iranian military computers this week: Reports   <a href=""https://www.indiatoday.in/world/story/us-struck-iranian-military-computers-1554563-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_109-647x363.png?VIXZVDzNdhPbQqZhUjOOBTajqF8kt4qM""> </a> US struck Iranian military computers this week: Reports",0,India Today
,,
" Iran lawmakers chant death to America in parliament as tensions with US remain high   <a href=""https://www.indiatoday.in/world/story/iran-chant-death-to-america-us-terrorist-tensions-1554529-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_108-647x363.png?8A2MZ6.t62AvhKv53v_Zf4XDnBhkyOFV""> </a> Iran lawmakers chant death to America in parliament as tensions with US remain high",0,India Today
,,
" North Korea leader receives excellent letter from Donald Trump   <a href=""https://www.indiatoday.in/world/story/north-korea-leader-receives-excellent-letter-donald-trump-1554470-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Capture_104-647x363.png?SG05KB.lPsPHXI3lsppfKeOyH8Fp9liF""> </a> North Korea leader receives excellent letter from Donald Trump",0,India Today
,,
" Sri Lanka extends emergency for third month after terror attack   <a href=""https://www.indiatoday.in/world/story/sri-lanka-extends-emergency-for-another-month-1554412-2019-06-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/SRI_LANKA-647x363.png?aVFw4Gur1PBQvaPBzlB8xi2rDHwbNc9b""> </a> Sri Lanka extends emergency for third month after terror attack",0,India Today
,,
" India's statement on FATF greylisting preposterous, unwarranted: Pakistan   <a href=""https://www.indiatoday.in/world/story/india-statement-on-fatf-gray-listing-preposterous-unwarranted-pakistan-1554239-2019-06-22""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/fatfpakimran-647x363.png?A8MQnaQgKDZEeyTRK9ik2N2p7wyK7WBG""> </a> India's statement on FATF greylisting preposterous, unwarranted: Pakistan",0,India Today
,,
" Donald Trump nominates Mark Esper to be his new defence secretary   <a href=""https://www.indiatoday.in/world/story/donald-trump-nominates-mark-esper-to-be-his-new-defence-secretary-1554040-2019-06-22""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/2019-06-21T205230Z_181019373_R-647x363.png?TJRiaIJi7TitSROrJko.oQ8cfmhp7k3A""> </a> Donald Trump nominates Mark Esper to be his new defence secretary",0,India Today
,,
" Pakistan to remain on FATF grey list for failing to curb terror financing   <a href=""https://www.indiatoday.in/world/story/fatf-pakistan-terror-financing-grey-list-1554023-2019-06-22""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/imran_khan__2__0-647x363.png?5PV6dZewwYlcM99fymoVA.xcSc4.7Ylu""> </a> Pakistan to remain on FATF grey list for failing to curb terror financing",0,India Today
,,
" Trump jammed his hand under my dress, pulled down my tights: Writer accuses US President of sexual assault   <a href=""https://www.indiatoday.in/world/story/writer-accuses-us-president-of-sexual-assault-1553948-2019-06-22""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/trump-647x363.jpeg?7SlU34LTdKTrLSpYy3IEyUhIDZlqm0hZ""> </a> Trump jammed his hand under my dress: Writer accuses US President of sexual assault",0,India Today
,,
" Pakistan likely to remain on anti-terror watchdog list after failure to act against Hafiz Saeed, Masood Azhar   <a href=""https://www.indiatoday.in/world/story/pakistan-likely-to-remain-on-fatf-gray-list-as-us-uk-question-inaction-against-hafiz-saeed-masood-azhar-1553826-2019-06-21""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/RTX2R3Q0-647x363.jpeg?JkX_irq7Itvr62oHvi1qX2ebT7JLmAq7""> </a> Pak likely to remain on anti-terror watch list after failure to act against Hafiz Saeed, Azhar",0,India Today
,,
" Donald Trump confirms US was ready to attack Iran last night   <a href=""https://www.indiatoday.in/world/story/donald-trump-us-attack-iran-tweets-1553706-2019-06-21""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/donald_trump_iran_tweets-647x363.jpeg?We_EPijyZG1ORt77MNtilDPg4EmGbAfh""> </a> Cocked & loaded: Donald Trump confirms US was ready to attack Iran last night",0,India Today
,,
" Donald Trump was ready to attack Iran after drone downing, pulled out at last minute   <a href=""https://www.indiatoday.in/world/story/donald-trump-us-attack-iran-drone-shooting-1553390-2019-06-21""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/donald_trump_iran_attack-647x363.jpeg?eP5ZdvU0J6Q8KOaspyZIeQAGUW1pcYgq""> </a> Trump was ready to attack Iran after drone downing, pulled out at last minute",0,India Today
,,
" Donald Trump says Iran made very big mistake by downing US drone   <a href=""https://www.indiatoday.in/world/story/donald-trump-statement-iran-us-drone-1553205-2019-06-21""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/trump-story_647_022816104202-647x363.jpeg?JZPOEvpM.tP1xuPCV6a_nhaltV5ELLms""> </a> Donald Trump says Iran made very big mistake by downing US drone",0,India Today
,,
" US bars airlines to fly to India using Iranian airspace after Iran shoots down drone   <a href=""https://www.indiatoday.in/world/story/us-newark-iran-mumbai-flight-suspended-united-airlines-1553192-2019-06-21""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/united_airline-647x363.jpeg?OVXxFx7zULFPs2kQFRzRzaysuMOaCxfj""> </a> US bars airlines to fly to India using Iranian airspace after Iran shoots down drone",0,India Today
,,
" Pakistan garners support to tackle FATF blacklist, but danger persists   <a href=""https://www.indiatoday.in/world/story/pakistan-india-fatf-list-islamabad-blacklist-1553181-2019-06-21""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/Imran_0-647x363.png?CWXY8hTFS8o1sID0.tflgNzfUM.l5P8k""> </a> Pakistan garners support to tackle FATF blacklist, but danger persists",0,India Today
,,
" US says it has no plans to cap H-1B work visa programme   <a href=""https://www.indiatoday.in/world/story/us-h-1b-visa-cap-indians-1553171-2019-06-21""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/1_18-647x363.jpeg?1TS9xfZbpDaCd4Dj57mX7jsfPJFpEKYe""> </a> US says it has no plans to cap H-1B work visa programme",0,India Today
,,
" Chinese President Xi Jinping holds talks with Kim Jong-un in North Korea   <a href=""https://www.indiatoday.in/world/story/chinese-president-xi-jinping-holds-talks-with-kim-jong-un-in-north-korea-1552672-2019-06-20""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/800_1-647x363.jpeg?Rd7USMLVx_tIlz2W9n8G9xBg7szdOMsb""> </a> Chinese President Xi Jinping holds talks with Kim Jong-un in North Korea",0,India Today
,,
" Iran shoots down US drone over its territory   <a href=""https://www.indiatoday.in/world/story/iran-shoots-down-us-drone-over-its-territory-1552431-2019-06-20""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/drone-reuters-647x363.jpeg?RrgPhIilIavXpd9FGPEqsxYe3uf3k02o""> </a> Iran shoots down US drone over its territory",0,India Today
,,
" Joints will be separated, body cut into pieces: New chilling details from Jamal Khashoggi's murder    <a href=""https://www.indiatoday.in/world/story/new-report-details-jamal-khashoggi-murder-recording-1552409-2019-06-20""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/AP19170365989288-647x363.jpeg?LZbSO6w0EXj5bRSxrN5fZz4Dvg00ij8o""> </a> Joints will be separated, body cut into pieces: New chilling details from Jamal Khashoggi's murder ",0,India Today
,,
" Ex-Donald Trump adviser Hope Hicks avoids questions on obstruction   <a href=""https://www.indiatoday.in/world/story/ex-donald-trump-adviser-hope-hicks-avoids-questions-on-obstruction-1552396-2019-06-20""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/2019-06-19T163201Z_2065370978_-647x363.png?_6o1jrlOSAYAvey9UQPtsW7Kvjz4EnQU""> </a> Ex-Donald Trump adviser Hope Hicks avoids questions on obstruction",0,India Today
,,
" New Zealand launches gun buy-back scheme for weapons banned after Christchurch attack   <a href=""https://www.indiatoday.in/world/story/new-zealand-launches-gun-buy-back-scheme-for-weapons-banned-after-christchurch-attack-1552397-2019-06-20""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201906/2019-06-19T225750Z_1618765589_-647x363.png?OnWoPseJdsmTx.e5u3j5ddzcQGfLE0RM""> </a> New Zealand launches gun buy-back scheme for weapons banned after Christchurch attack",0,India Today
,,
" Afghanistan: 5 killed, 40 injured in suicide bombing at wedding   <a href=""https://www.indiatoday.in/world/story/afghanistan-5-killed-40-injured-in-suicide-bombing-at-wedding-1567471-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/BOMB_1-647x363.png?Yzsd84uMDpqO_xQk6U6SZjjiAimLLQ8A""> </a> Afghanistan: 5 killed, 40 injured in suicide bombing at wedding",0,India Today
,,
" Iran calls on Britain to immediately release its seized supertanker: IRNA   <a href=""https://www.indiatoday.in/world/story/iran-calls-on-britain-to-immediately-release-its-seized-supertanker-irna-1567394-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/fsg-647x363.png?g_xMqhoKDIC6y72u9txRWJB.yZ24yUI5""> </a> Iran calls on Britain to immediately release its seized supertanker: IRNA",0,India Today
,,
" Pakistan foreign minister Shah Mehmood Qureshi heckled in London over press censorship   <a href=""https://www.indiatoday.in/world/story/pakistan-press-censorship-shah-mehmood-qureshi-heckled-in-london-1567357-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Qureshi_0_0-647x363.jpeg?CJzB0.C8kAQRsB4V0UmdUaAlKmg273RQ""> </a> Pakistan foreign minister Shah Mehmood Qureshi heckled in London over press censorship",0,India Today
,,
" China poses most serious threat to national security of US, says top General Mark A Milley   <a href=""https://www.indiatoday.in/world/story/china-poses-most-serious-threat-to-national-security-of-us-says-top-general-mark-a-milley-1567318-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump-xi-ap-for-story_647_0413_0-647x363.jpeg?OGPwvWZ0tLHlxcSGBGdlVlgPxGigkLdH""> </a> China poses most serious threat to national security of US, says top General Mark A Milley",0,India Today
,,
" Despite loud criticism, Trump administration plans immigration enforcement operation   <a href=""https://www.indiatoday.in/world/story/despite-loud-critism-trump-administration-plans-immigration-enforcement-operation-1567284-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19192599883234-647x363.jpeg?Tx1Gc8OIZYvVdfvHn3A9b2zguYaYqUCp""> </a> Despite loud criticism, Trump administration plans immigration enforcement operation",0,India Today
,,
" Maryam's interview forcefully taken off air, alleges Pak scribe   <a href=""https://www.indiatoday.in/world/story/maryam-s-interview-forcefully-taken-off-air-alleges-pak-scribe-1567279-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/maryam_0-647x363.png?JAmYoTD9c5DHNzwmqsTpqaEtTD5mtrEf""> </a> Maryam's interview forcefully taken off air, alleges Pak scribe",0,India Today
,,
" Passengers flew: Dozens injured on Air Canada flight to Australia due to intense turbulence   <a href=""https://www.indiatoday.in/world/story/dozens-injured-on-air-canada-flight-to-australia-due-to-intense-turbulence-1567270-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19193059120866_0-647x363.jpeg?EGjf_MwpiW166yn9idcvFdcdWuyl.qSg""> </a> Passengers flew: Dozens injured on Air Canada flight to Australia due to intense turbulence",0,India Today
,,
" Ahead of Donald Trump-Imran Khan meet, top US General says need to maintain strong military ties with Pakistan   <a href=""https://www.indiatoday.in/world/story/ahead-of-donald-trump-imran-khan-meet-top-us-general-says-need-to-maintain-strong-military-ties-with-pakistan-1567258-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_imran_khan_0.png_0-647x363.jpeg?GMts6RbRtIzH.2VSZsy4XH9xV.mYkFIQ""> </a> Ahead of Donald Trump-Imran Khan meet, top US General says need to maintain strong military ties with Pakistan",0,India Today
,,
" 3 mosques across Germany receive bomb threats   <a href=""https://www.indiatoday.in/world/story/3-mosques-germany-bomb-threats-1567239-2019-07-12""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/RTS27X5P_RMG6XxI-647x363.jpeg?bH1e_vRe0uS8opOzL97H2.Oso6FlYM6e""> </a> 3 mosques across Germany receive bomb threats",0,India Today
,,
" 14 killed, 79 injured in Pakistan train collision   <a href=""https://www.indiatoday.in/world/story/14-killed-79-injured-in-pakistan-train-collision-1566914-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/pakistan_train-647x363.png?ZtGrISjAeESpgMBngpXGg6NEwKMTN.Gc""> </a> 14 killed, 79 injured in Pakistan train collision",0,India Today
,,
" Heavy rain, floods in China force evacuation of nearly 80,000   <a href=""https://www.indiatoday.in/world/story/heavy-rain-floods-in-china-force-evacuation-of-nearly-80-000-1566771-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__4__0-647x363.jpeg?SdN1aG2lrJChE12NvxWvU2ECgzGl.k8C""> </a> Heavy rain, floods in China force evacuation of nearly 80,000",0,India Today
,,
" In challenge to Beijing, Hong Kong activists attempt to take fight to mainland   <a href=""https://www.indiatoday.in/world/story/hong-kong-activists-attempt-fight-mainland-1566733-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/HONG_KONG_PROTESTERS-647x363.png?f7pPV0Aa7eVdJFzRMwN_wDO1aDMotCHw""> </a> In challenge to Beijing, Hong Kong activists attempt to take fight to mainland",0,India Today
,,
" Karachi: PM Imran Khan hits out at poor railways as crash kills 11, injures dozens   <a href=""https://www.indiatoday.in/world/story/karachi-pm-imran-khan-hits-out-at-poor-railways-as-crash-kills-11-injures-dozens-1566726-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/imran_647_121115113056-647x363.jpeg?enX94HMq3Rp4hWmCftO6lYW62uuFDRjQ""> </a> Karachi: PM Imran Khan hits out at poor railways as crash kills 11, injures dozens",0,India Today
,,
" Britain says Iran attempted to block its oil tanker   <a href=""https://www.indiatoday.in/world/story/britain-says-iran-attempted-to-block-its-oil-tanker-1566671-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__3__2-647x363.jpeg?mfEED3qULQiQ3Pf2FnGpbufVb5CEoeJt""> </a> Britain says Iran attempted to block its oil tanker",0,India Today
,,
" As Fed rate cut looms, HSBC favors China shares over India   <a href=""https://www.indiatoday.in/world/story/as-fed-rate-cut-looms-hsbc-favors-china-shares-over-india-1566605-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__1__5-647x363.jpeg?vLipFvLB9XzXtpY.22BFaJoVO.fKSzD0""> </a> As Fed rate cut looms, HSBC favors China shares over India",0,India Today
,,
" Powell testimony, Fed meeting highlight case for insurance   <a href=""https://www.indiatoday.in/world/story/powell-testimony-1566600-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/gerome_powell-647x363.png?b5z6exAZxx6bBsXjr_8TxYK9HyjrsISZ""> </a> Powell testimony, Fed meeting highlight case for insurance",0,India Today
,,
" Taiwan president leaves for US, warns of threat from overseas forces   <a href=""https://www.indiatoday.in/world/story/taiwan-president-leaves-for-us-warns-of-threat-from-overseas-forces-1566545-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/taiwan_story_647_021517085503-647x363.jpeg?A09UC4wAM1I._WPPAAFCM2Xk.xW336M.""> </a> Taiwan president leaves for US, warns of threat from overseas forces",0,India Today
,,
" Louisiana braces for possible weekend hurricane   <a href=""https://www.indiatoday.in/world/story/louisiana-braces-for-possible-weekend-hurricane-1566520-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19191774025424-647x363.jpeg?xaoJrKUF8hX_skRYEpIGVE3OGvTxVarg""> </a> Louisiana braces for possible weekend hurricane",0,India Today
,,
" IBM proposes changes to law shielding internet firms from user content liability   <a href=""https://www.indiatoday.in/world/story/ibm-proposes-changes-to-law-shielding-internet-firms-from-user-content-liability-1566486-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/DxApA1dX0AAJdXR-647x363.jpeg?_h0PpzTH3dyxpfQjQBAxMC_c1mI5SRXh""> </a> IBM proposes changes to law shielding internet firms from user content liability",0,India Today
,,
" UK parliament's Big Ben bell marks 160 years with silence as restoration work continues   <a href=""https://www.indiatoday.in/world/story/uk-parliament-s-big-ben-bell-marks-160-years-with-silence-as-restoration-work-continues-1566443-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download_8-647x363.jpeg?LXdkCF1L02OIf_LgjIgvPercZQFMrX8g""> </a> UK parliament's Big Ben bell marks 160 years with silence as restoration work continues",0,India Today
,,
" This man loved his animals: Missing Texas man was eaten by his own 18 dogs   <a href=""https://www.indiatoday.in/world/story/missing-texas-man-was-eaten-his-own-18-dogs-1566488-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/WireAP_a7f3e9973b784330bd75ccc-647x363.jpeg?3VaO4ADCFDlXA4oV3CF1xCtnpT18qwCW""> </a> This man loved his animals: Missing Texas man was eaten by his own 18 dogs",0,India Today
,,
" Diplomats shaken for now after Britain's US ambassador quits   <a href=""https://www.indiatoday.in/world/story/britain-us-ambassador-quits-1566493-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19191415589482-647x363.jpeg?X0lJ5wEj9uWP0XSsYPV1a9NHi8EAWjYj""> </a> Diplomats shaken for now after Britain's US ambassador quits",0,India Today
,,
" 10 killed, 35 injured after trains collide in Pakistan   <a href=""https://www.indiatoday.in/world/story/pakistan-train-accident-1566451-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/karachi-bound-awam-express_647-647x363.jpeg?8Qn5iDBdVmawbwpQd4TWuqGScS4Yvfg.""> </a> 10 killed, 35 injured after trains collide in Pakistan",0,India Today
,,
" Donald Trump accuses Iran of secret nuclear enrichment, says sanctions to be cranked up substantially   <a href=""https://www.indiatoday.in/world/story/donald-trump-accuses-iran-secret-nuclear-enrichment-sanctions-up-substantially-1566435-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/us_iran-647x363.png?6oiztKHyZvFTNU7dPOkrxxi2d6hjHsJQ""> </a> Donald Trump accuses Iran of secret nuclear enrichment, says sanctions to be cranked up substantially",0,India Today
,,
" Flooding swamps New Orleans, possible hurricane coming next   <a href=""https://www.indiatoday.in/world/story/flooding-new-orleans-possible-hurricane-next-1566429-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19191689214164-647x363.jpeg?JsyE2eTAtDjDGCdPDMDgmABN1ZxmmFju""> </a> Flooding swamps New Orleans, possible hurricane coming next",0,India Today
,,
" US border agency says it is holding 200 children, down from 2,500 in May   <a href=""https://www.indiatoday.in/world/story/us-border-agency-holding-200-children-down-2-500-may-1566422-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-02T162600Z_1842575144_-647x363.png?dsp_AElMcD5ITjcLNZIv9.KcZmmdxF9C""> </a> US border agency says it is holding 200 children, down from 2,500 in May",0,India Today
,,
" US House passes bill removing cap on issuing green cards   <a href=""https://www.indiatoday.in/world/story/us-house-passes-bill-removing-country-cap-on-issuing-green-cards-1566421-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/us_green_card-647x363.jpeg?MRP0tSWjl4Y3Ksx9xMsYSFfPORqCgdA2""> </a> US House passes bill removing cap on issuing green cards",0,India Today
,,
