body,fake,source
" 10 killed, 35 injured after trains collide in Pakistan   <a href=""https://www.indiatoday.in/world/story/pakistan-train-accident-1566451-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/karachi-bound-awam-express_647-647x363.jpeg?8Qn5iDBdVmawbwpQd4TWuqGScS4Yvfg.""> </a> 10 killed, 35 injured after trains collide in Pakistan",0,India Today
" Donald Trump accuses Iran of secret nuclear enrichment, says sanctions to be cranked up substantially   <a href=""https://www.indiatoday.in/world/story/donald-trump-accuses-iran-secret-nuclear-enrichment-sanctions-up-substantially-1566435-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/us_iran-647x363.png?6oiztKHyZvFTNU7dPOkrxxi2d6hjHsJQ""> </a> Donald Trump accuses Iran of secret nuclear enrichment, says sanctions to be cranked up substantially",0,India Today
" Flooding swamps New Orleans, possible hurricane coming next   <a href=""https://www.indiatoday.in/world/story/flooding-new-orleans-possible-hurricane-next-1566429-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19191689214164-647x363.jpeg?JsyE2eTAtDjDGCdPDMDgmABN1ZxmmFju""> </a> Flooding swamps New Orleans, possible hurricane coming next",0,India Today
" US border agency says it is holding 200 children, down from 2,500 in May   <a href=""https://www.indiatoday.in/world/story/us-border-agency-holding-200-children-down-2-500-may-1566422-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-02T162600Z_1842575144_-647x363.png?dsp_AElMcD5ITjcLNZIv9.KcZmmdxF9C""> </a> US border agency says it is holding 200 children, down from 2,500 in May",0,India Today
" US House passes bill removing cap on issuing green cards   <a href=""https://www.indiatoday.in/world/story/us-house-passes-bill-removing-country-cap-on-issuing-green-cards-1566421-2019-07-11""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/us_green_card-647x363.jpeg?MRP0tSWjl4Y3Ksx9xMsYSFfPORqCgdA2""> </a> US House passes bill removing cap on issuing green cards",0,India Today
" Britain's ambassador to US resigns amid row over leaked emails   <a href=""https://www.indiatoday.in/world/story/britain-ambassador-to-us-darroch-resigns-amid-row-over-leaked-emails-1566076-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/atke-647x363.png?_Vzv3_p_a7dZv1.6OKYdkGoX9LX8Lfeu""> </a> Britain's ambassador to US resigns amid row over leaked emails",0,India Today
" Sri Lanka to revive visa on arrival for 39 countries except India, China   <a href=""https://www.indiatoday.in/world/story/sri-lanka-visa-on-arrival-india-china-1566067-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/sri_lanka__4__0-647x363.png?qZovzVRJ1dIA2.uiTzWeM.mBfl6t9YSG""> </a> Sri Lanka to revive visa on arrival for 39 countries except India, China",0,India Today
" Convicted politicians not to get media time in Pakistan   <a href=""https://www.indiatoday.in/world/story/convicted-politicians-not-get-media-time-pakistan-1565909-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Imran_Khan_Twitter_PTI_0-647x363.jpeg?8jZLV00huLmN1fcIFiLDd_E.qdAo6A_W""> </a> Convicted politicians not to get media time in Pakistan",0,India Today
" Global response to eradicate poverty, combat climate change not ambitious enough: UN   <a href=""https://www.indiatoday.in/world/story/global-response-to-eradicate-poverty-combat-climate-change-not-ambitious-enough-un-1565890-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/un-story-fb_647_051117083451-647x363.jpeg?917FehOnDwebJhy5Z4tFhDIRTLvEVe0Y""> </a> Global response to eradicate poverty, combat climate change not ambitious enough: UN",0,India Today
" Massachusetts teen gets life term for beheading classmate   <a href=""https://www.indiatoday.in/world/story/massachusetts-teen-gets-life-term-for-beheading-classmate-1565893-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/MAN_KILLS_MATE-647x363.png?WZJChb46XqnXlBK7AAR1lLvT9aa47Z10""> </a> Massachusetts teen gets life term for beheading classmate",0,India Today
" Donald Trump defends Acosta but will look into Epstein plea deal   <a href=""https://www.indiatoday.in/world/story/donald-trump-alex-acosta-1565889-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_2_1_0-647x363.jpeg?yVBkqS80iNBLTia6ofRahULMRwHP1tLE""> </a> Donald Trump defends Acosta but will look into Epstein plea deal",0,India Today
" Nawaz Sharif's daughter Maryam summoned by anti-graft court in fake trust deed case   <a href=""https://www.indiatoday.in/world/story/nawaz-sharif-daughter-maryam-summoned-by-anti-graft-court-in-fake-trust-deed-case-1565876-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/maryam-770x433_0-647x363.png?ds5f54XuAqugM1vn4F5Cud6xSAzznEkp""> </a> Nawaz Sharif's daughter Maryam summoned by anti-graft court in fake trust deed case",0,India Today
" Biden earned more than $15 million after leaving White House   <a href=""https://www.indiatoday.in/world/story/joe-biden-obama-white-house-1565842-2019-07-10""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Joe_biden-647x363.png?s44XQawuW9CH2Tfvmwp3A2pDmqRtt_vY""> </a> Biden earned more than $15 million after leaving White House",0,India Today
body,fake,source
" Afghanistan: 5 people killed, 10 injured as two explosions rock Kabul after bus blast   <a href=""https://www.indiatoday.in/world/story/afghanistan-bus-blast-explosions-in-kabul-1573292-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-25T045957Z_2145785481_-647x363.png?1ic3IKND1Gl6a9WFIrGIcWrK2Cmh8C1t""> </a> Afghanistan: 5 people killed, 10 injured as two explosions rock Kabul after bus blast",0,India Today
" Robert Mueller says Donald Trump was not exonerated; Trump declares victory   <a href=""https://www.indiatoday.in/world/story/robert-mueller-says-donald-trump-not-exonerated-trump-victory-1573255-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__7__0-647x363.jpeg?A5cax92mHJ0LhV4na1cCAmdj4RujGcQZ""> </a> Robert Mueller says Donald Trump was not exonerated; Trump declares victory",0,India Today
" 180 flights cancelled at Amsterdam airport due to fuel supply outage   <a href=""https://www.indiatoday.in/world/story/flights-cancelled-amsterdam-airport-fuel-shortage-1573267-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/1_9-647x363.png?n7C1zJMjlSmVyQJ5.FhO8dca_TnznlKn""> </a> 180 flights cancelled at Amsterdam airport due to fuel supply outage",0,India Today
" Attackers of Sri Lanka Easter Sunday bombings inspired by lslamic State   <a href=""https://www.indiatoday.in/world/story/sri-lanka-attack-isis-1573253-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/SriLanka_Attack-647x363.png?BvYkjqF.R4nF9C6dx2oloAhJl1r_.bVg""> </a> Attackers of Sri Lanka Easter Sunday bombings inspired by Islamic State",0,India Today
" Deaths as bomber detonates in Mogadishu mayor’s office   <a href=""https://www.indiatoday.in/world/story/deaths-as-bomber-detonates-in-mogadishu-mayor-s-office-1573218-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/1000_5-647x363.jpeg?9xj6_bIqMmnyZT4ap73ve_YQunYL8M7j""> </a> Deaths as bomber detonates in Mogadishu mayor’s office",0,India Today
" US back in top 5 innovative economies, China climbs to 14th   <a href=""https://www.indiatoday.in/world/story/us-back-in-top-5-innovative-economies-china-climbs-to-14th-1573214-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/as-647x363.png?2DXWC6CiondIgVYxa3mqSLSJMxBQcv1_""> </a> US back in top 5 innovative economies, China climbs to 14th",0,India Today
" Britain's new PM Boris Johnson promises a bold new Brexit deal   <a href=""https://www.indiatoday.in/world/story/boris-johnson-promises-bold-new-brexit-deal-1573234-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/download__6__0-647x363.jpeg?RJk5CStNm8dvbl_xUJNX6onjl8fWK4_T""> </a> Britain's new PM Boris Johnson promises a bold new Brexit deal",0,India Today
" Hafiz Saeed's arrest, bid to curb terror mere eyewash: Former Pakistan envoy   <a href=""https://www.indiatoday.in/world/story/hafiz-saeed-pakistan-terrorism-1573239-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/pakjul19_NUwowVp-647x363.jpeg?a3wMemQXThMDOwRsPERNcZRYAKfuM.sb""> </a> Hafiz Saeed's arrest, bid to curb terror mere eyewash: Former Pakistan envoy",0,India Today
" Amid building tensions with China, US sends Navy warship through strategic Taiwan Strait   <a href=""https://www.indiatoday.in/world/story/us-sends-warship-strategic-taiwan-strait-1573225-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2274caae-ae74-11e9-a61f-bc570b-647x363.jpeg?XkKymRKL.WtjI_2HgTTmsUe43eVqWXRU""> </a> Amid building tensions with China, US sends Navy warship through strategic Taiwan Strait",0,India Today
" US judge blocks Donald Trump's latest sweeping asylum rule   <a href=""https://www.indiatoday.in/world/story/us-judge-blocks-trump-latest-sweeping-asylum-rule-1573217-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/mexico-647x363.png?xwphWqPZfY89C9QOTGCpJqg0sEUI0H_I""> </a> US judge blocks Donald Trump's latest sweeping asylum rule",0,India Today
" North Korea fires two missiles into sea, says South Korea   <a href=""https://www.indiatoday.in/world/story/north-korea-fires-two-missiles-into-sea-says-south-korea-1573210-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-06-30T093927Z_1894337779_-647x363.png?dblicis2c8OuS32kTidDUHrqXBFL0gV3""> </a> North Korea fires two missiles into sea, says South Korea",0,India Today
" Priti Patel appointed Britain's first Indian-origin Home Secretary   <a href=""https://www.indiatoday.in/world/story/priti-patel-appointed-britain-s-first-indian-origin-home-secretary-1573207-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-24T184238Z_471984293_R-647x363.png?Javdj.BMk9jv79YHJMc3PoxsjVr5XARv""> </a> Priti Patel appointed Britain's first Indian-origin Home Secretary",0,India Today
" Theresa May bows out as PM amid applause   <a href=""https://www.indiatoday.in/world/story/theresa-may-bows-out-as-pm-amid-applause-1573183-2019-07-25""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/theresa-may-video_647_11071609-647x363.jpeg?XDYZsPHbNhYPZmajl_33Mrnosi7cw_1D""> </a> Theresa May bows out as PM amid applause",0,India Today
"  14 killed, 11 injured in two landslide incidents in China    <a href=""https://www.indiatoday.in/world/story/-14-killed-11-injured-in-two-landslide-incidents-in-china-1573176-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/lanslide-1_650_073014012546-647x363.jpeg?6q_4Oob3zzuIY6USlE2kM_noZ6ZOEyi_""> </a>  14 killed, 11 injured in two landslide incidents in China ",0,India Today
" Boris Johnson formally takes charge as Britain's new PM   <a href=""https://www.indiatoday.in/world/story/boris-johnson-formally-takes-charge-as-britain-new-pm-1573151-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Capturejpeg_-reuters-647x363.jpeg?bs3hf8xrQ_ugRLTGx5WLmKDb4fii9fuu""> </a> Boris Johnson formally takes charge as Britain's new PM",0,India Today
" From one-man melting pot to Boor Boris: New UK PM's immigrant genes, isolationist views   <a href=""https://www.indiatoday.in/world/story/from-one-man-melting-pot-to-boor-boris-how-great-genes-failed-uk-s-new-pm-1573085-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/_VS06166-647x363.jpeg?U8j.du2IRUnqEufuCGKgVnoL47kfk29a""> </a> From one-man melting pot to Boor Boris: New UK PM's immigrant genes, isolationist views",0,India Today
" Pakistani intelligence agencies did not know about Osama's Abbottabad shelter, says former CIA director   <a href=""https://www.indiatoday.in/world/story/pakistani-intelligence-agencies-did-not-know-osama-abbottabad-shelter-1572982-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/DZ2VS5U6LEI6THWUZEEJS4VNLI-647x363.jpeg?b0Vq_tWv5FpNJ2ohMpB6hKXwiWintl6z""> </a> Pakistani intelligence agencies did not know about Osama's Abbottabad shelter, says former CIA director",0,India Today
" Astronaut Neil Armstrong's family received $6 million secret settlement for his wrongful death   <a href=""https://www.indiatoday.in/world/story/astronaut-neil-armstrong-s-family-received-6-million-secret-settlement-for-his-wrongful-death-1572964-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/neil_armstrong-647x363.jpeg?DIgBg5enCliZltF6DiVyQcqonV.KUnmR""> </a> Neil Armstrong's family got $6 million secret settlement for his wrongful death",0,India Today
" China hints at deployment of military to quell protests in Hong Kong   <a href=""https://www.indiatoday.in/world/story/china-hints-at-deployment-of-military-to-quell-protests-in-hong-kong-1572911-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-18T000000Z_842545151_R-647x363.png?6f2kU.VWDSTjhi8hs61mloQTTSSgnq3g""> </a> China hints at deployment of military to quell protests in Hong Kong",0,India Today
" Brain scans show changes to brains of Havana US embassy workers who fell mysteriously ill   <a href=""https://www.indiatoday.in/world/story/brain-scans-show-changes-to-brains-of-havana-us-embassy-workers-who-fell-mysteriously-ill-1572881-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/us_embassy-647x363.png?SxJNIeVOjWXJNnW9v7UvuSDW7WJvwlMh""> </a> Brain scans show changes to brains of Havana US embassy workers who fell mysteriously ill",0,India Today
" China says it won't rule out using force to reunify Taiwan   <a href=""https://www.indiatoday.in/world/story/china-says-it-won-t-rule-out-using-force-to-reunify-taiwan-1572849-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/xi-647x363.png?QSSFz4Ub27sM6JNdiO6cmWsWiSls.SKY""> </a> China says it won't rule out using force to reunify Taiwan",0,India Today
" India, Pak were pretty close to resolving Kashmir issue during Vajpayee regime: Imran Khan   <a href=""https://www.indiatoday.in/world/story/india-pak-were-pretty-close-to-resolving-kashmir-issue-during-vajpayee-regime-imran-khan-1572828-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/imran_khan-reuters-647x363.jpeg?179Lo3bVLy2hsbC7ccbMmjfQ5j8M88QI""> </a> India, Pak were pretty close to resolving Kashmir issue during Vajpayee regime: Imran Khan",0,India Today
" Mike Pompeo meets Imran Khan, discusses Pakistan's role in Afghan peace process, counterterrorism   <a href=""https://www.indiatoday.in/world/story/pompeo-imran-khan-discuss-pakistan-role-afghan-peace-process-counterterrorism-1572813-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-23T135100Z_741914427_R-647x363.png?bPUNYdmYRPoEzeHqjAn1sNYXcxxuKZmg""> </a> Mike Pompeo meets Imran Khan, discusses Pakistan's role in Afghan peace process, counterterrorism",0,India Today
" China says US, others bring uncertainty to Asia   <a href=""https://www.indiatoday.in/world/story/china-says-us-others-bring-uncertainty-to-asia-1572808-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/flag_0-647x363.png?lj0vzkM7j0DHvBQGxLr8zVAEKh5RqwEr""> </a> China says US, others bring uncertainty to Asia",0,India Today
" Pakistan has not been represented properly in US, time to hit reset: Imran Khan   <a href=""https://www.indiatoday.in/world/story/pakistan-has-not-been-represented-properly-in-us-time-to-hit-reset-imran-khan-1572812-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/AP19204786045494-647x363.jpeg?AuNBxpduEb.5uDWE37lZwzBLdode.gyM""> </a> Pakistan has not been represented properly in US, time to hit reset: Imran Khan",0,India Today
" Trump sues lawmakers, officials to block tax returns release   <a href=""https://www.indiatoday.in/world/story/trump-sues-lawmakers-officials-to-block-tax-returns-release-1572806-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump-reuters_2-647x363.jpeg?2thGNng573iA9I3xe_eRS2kyKTGQ406f""> </a> Trump sues lawmakers, officials to block tax returns release",0,India Today
" New British PM Boris Johnson has close Indian connection   <a href=""https://www.indiatoday.in/world/story/new-british-pm-boris-johnson-has-close-indian-connection-1572803-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/boris-reuters-647x363.jpeg?bIAoLa3FagjAoaL2.Zd6WwIYCsWEf7JN""> </a> New British PM Boris Johnson has close Indian connection",0,India Today
" Kabul seeks clarification on Trump saying he can wipe off Afghanistan from earth if he wants   <a href=""https://www.indiatoday.in/world/story/kabul-seeks-clarification-on-trump-saying-he-can-wipe-off-afghanistan-from-earth-if-he-wants-1572800-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-22T234609Z_1837289890_-647x363.png?rDeT.ITLhLrmtxaynDFpVgy8vhaS5c3a""> </a> Kabul seeks clarification on Trump saying he can wipe off Afghanistan from earth if he wants",0,India Today
" Did not tell US the truth on ground: 40 militant groups were operating in Pakistan, says Imran Khan   <a href=""https://www.indiatoday.in/world/story/did-not-tell-us-the-truth-on-ground-40-militant-groups-were-operating-in-pakistan-says-imran-khan-1572794-2019-07-24""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/2019-07-22T170954Z_339809032_R-647x363.png?g128UYBMQiqiKmg_EnkJK0zk7WSRhjd4""> </a> Didn't tell US the truth, 40 militant groups were operating in Pak: Imran Khan",0,India Today
" China's most controversial premier Li Peng dies at 91   <a href=""https://www.indiatoday.in/world/story/china-s-most-controversial-premier-li-peng-dies-at-91-1572751-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/liwenge-647x363.png?xgbxCVQyanKFGRlekUZP1BRGwz8npIqf""> </a> China's most controversial premier Li Peng dies at 91",0,India Today
" Surprised by India's reaction to Trump's offer on Kashmir, says Imran Khan   <a href=""https://www.indiatoday.in/world/story/surprised-by-india-s-reaction-to-trump-s-offer-on-kashmir-says-imran-khan-1572742-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/RTX2R3PU-647x363.jpeg?BXvyxGs0VLMiHRBB_uiB23qk6lxHh8uw""> </a> Surprised by India's reaction to Trump's offer on Kashmir, says Imran Khan",0,India Today
" President does not make up things, says Donald Trump's advisor on Kashmir mediation remarks   <a href=""https://www.indiatoday.in/world/story/president-does-not-make-up-things-says-donald-trump-advisor-on-kashmir-mediation-remarks-1572740-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_jpeg-647x363.jpeg?aglVChe3L9fpfHKjVrt1qFjjB8cYz4az""> </a> President does not make up things, says Donald Trump's advisor on Kashmir mediation remarks",0,India Today
" 10 things to know about 10 Downing Street's new occupant Boris Johnson   <a href=""https://www.indiatoday.in/world/story/interesting-facts-about-uk-pm-boris-johnson-1572737-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/_VSD1271-647x363.jpeg?0BeeVimPBcIRLXXw0zX.qL1NtIIx8yhB""> </a> 10 things to know about 10 Downing Street's new occupant Boris Johnson",0,India Today
" Hurriyat welcomes Donald Trump's offer to mediate on Kashmir   <a href=""https://www.indiatoday.in/world/story/hurriyat-welcomes-donald-trump-s-offer-to-mediate-on-kashmir-1572686-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/umarfarooq-647x363.png?M_z3srjKT6LHFwL7rLNwPQQlO9trxbZX""> </a> Hurriyat welcomes Donald Trump's offer to mediate on Kashmir",0,India Today
" He will be great: Trump congratulates Boris Johnson on becoming UK's new PM   <a href=""https://www.indiatoday.in/world/story/boris-johnson-donald-trump-world-leaders-congratulates-uk-win-1572696-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/_VSD1191-647x363.jpeg?NULpx5kEdO4RbmMqU4LJCMYK.TZjTxZw""> </a> He will be great: Trump congratulates Boris Johnson on becoming UK's new PM",0,India Today
" Peaceful neighbourhood a priority of Pakistan's foreign policy: Imran Khan tells Donald Trump   <a href=""https://www.indiatoday.in/world/story/peaceful-neighbourhood-a-priority-of-pakistan-s-foreign-policy-imran-khan-tells-donald-trump-1572658-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump_-_imran_khan-647x363.png?Vl1xWROCBGcnHaOzFZ.fsf25Rl3aCjrF""> </a> Peaceful neighbourhood a priority of Pakistan's foreign policy: Imran Khan tells Donald Trump",0,India Today
" Boris Johnson replaces Theresa May as UK PM   <a href=""https://www.indiatoday.in/world/story/boris-johnson-elected-uk-pm-1572652-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/borisjohnson-647x363.jpeg?b1g1HixqEfcPvxTtmuqxMpBLkhWdUmEr""> </a> Boris Johnson replaces Theresa May as UK PM",0,India Today
" Bad driving leads to $140 million drug bust in Sydney   <a href=""https://www.indiatoday.in/world/story/bad-driving-australia-drug-bust-1572606-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/eastwood-wreckage-outside-stat-647x363.jpeg?QBNxNQC3q_DF5dk2m1bTnKa_YXlgClIh""> </a> Bad driving leads to $140 million drug bust in Sydney",0,India Today
" ISI info helped CIA track down Osama: Imran Khan   <a href=""https://www.indiatoday.in/world/story/pakistan-isi-cia-osama-imran-khan-1572545-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Imran_Khan_Twitter_PTI_0_2-647x363.jpeg?HLtF4mMhI.C7uJWFFA8sM3lNdIr35FTb""> </a> ISI info helped CIA track down Osama: Imran Khan",0,India Today
" Kashmir gaffe: Donald Trump's many  faux pas   <a href=""https://www.indiatoday.in/news-analysis/story/kashmir-gaffe-donald-trump-s-many-faux-pas-1572522-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/Donald_Trump_File_Reuters-647x363.jpeg?Mm3UzUkYkPgO._EyyE2UiGF3IaQ3YTse""> </a> Kashmir gaffe: Donald Trump's many  faux pas",0,India Today
" Kashmir a bilateral issue between India, Pak; US welcomes them sitting down: State Dept   <a href=""https://www.indiatoday.in/world/story/kashmir-a-bilateral-issue-between-india-pak-us-welcomes-them-sitting-down-state-dept-1572448-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/trump-modi-reuters_0-647x363.jpeg?ZZjDhsFe.y2_Dbxg4aL2K0TsOHcjMVHl""> </a> Kashmir a bilateral issue between India, Pak; US welcomes them sitting down: State Dept",0,India Today
" South Korea says it fired warning shot at Russian military aircraft that violated airspace   <a href=""https://www.indiatoday.in/world/story/south-korea-says-it-fired-warning-shot-at-russian-military-aircraft-that-violated-airspace-1572444-2019-07-23""> <img align=""left"" hspace=""2"" height=""180"" width=""305"" alt="""" border=""0"" src=""https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/SOUTH_KOREAN_MILITARY-REUTERS-647x363.jpeg?LiV1a4L0gwb2cyNAKlLmcG_M9tK8xeSZ""> </a> South Korea says it fired warning shot at Russian military aircraft that violated airspace",0,India Today
